ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
743,3,0.38,2.05,5.26,1.81,2.34,1.58,2.47,3.75,3.81,5.18,5.28,3.92,3.29,9.1,4.51,0
744,3.06,2.21,5.4,6.16,1.69,4.66,2.65,6.48,5.15,13.05,12.43,14.26,4.46,8.82,15.65,3.35,0
745,7.09,2,3.95,3.33,1.3,2.28,1.74,7.36,7.22,17.02,18.95,23.48,8.22,8.89,18.88,2.65,0
746,1.61,0,0.73,0,0,0.01,0.06,2.76,1.42,7.87,10.86,9.88,0,4.66,4.28,0,0
747,6.03,0.52,2.62,3.28,2.93,1.76,4.09,1.09,4.84,3.69,6.96,4.28,5.29,3.1,8.2,2.81,0.15
748,3.61,0,0,0,0,0,0.29,0,3.01,0,3.88,1.23,2.25,0,0.95,0,0
749,13.63,0,6.07,4.9,2.72,2.92,4.58,0.95,3.83,4.78,7.49,3.95,2.78,1.99,8.9,1.83,4.12
750,98.31,11.29,63.73,44.95,44.9,27.68,61.15,12.8,30.87,55.43,57.81,35.68,23.61,36.88,78.44,36.17,37.76
751,39.94,2.8,16.59,15.41,12.44,16.1,22.21,8.3,3.55,32.91,40.85,30.12,8.64,15.03,34.75,3.11,9.63
752,32.41,8.93,18.52,24.4,20.09,12.07,40.17,6.97,9.08,27.71,54.73,45.86,41.57,10.74,37.78,0.49,9.9
753,16.09,12.32,6.53,16.28,15.73,0.83,26.07,0.84,8.76,2.85,33.8,22.91,34.61,2.71,16.85,2.22,8.98
754,5.12,15.03,5.83,17.15,2.46,0.55,25.55,2.48,0,6.81,45.24,45.29,51.86,3.04,18.67,0,9.85
755,5.6,25.59,7.34,30.15,7.28,0.31,48.22,1.82,0,7.32,74.14,63.32,73.07,0.74,21.41,0,9.29
756,6.16,21.89,17.41,23.4,6.52,2.57,54.01,3.43,0,16.51,81.38,81.35,42.7,2.26,25.62,0,17.85
757,3.3,13.53,25.57,21.09,4.83,4.23,52.58,6.33,0,19.18,85.61,79.74,15.51,1.96,24.61,0,22.29
758,1.22,6.66,28.31,25.17,5.25,5.08,54.7,9.11,0,16.62,101.48,68.02,9.73,0.3,18.21,0,28.33
759,0.38,4.29,37,43.26,9,9.32,64.55,16.07,0,23.31,152.27,70.02,10.74,0,17.22,0,52.2
760,0,3.98,8.47,3.35,5.63,8.02,8.47,11.93,23.19,45.77,37.87,22.25,20.16,11.91,25.24,1.88,0
761,0,10.91,20.92,8.36,14.44,18.97,16.63,13.5,22.01,71.19,50.83,34.41,21.26,22.67,27.04,4.21,0
762,0,6.79,18.22,7.56,15,17.92,17.84,14.48,20.65,68.2,50.71,31.23,21.94,18.26,26.69,6.38,0
763,2.36,11.55,23.29,11.99,19.32,20.89,24.61,17.27,31.14,75.53,53.81,31.13,25.82,21.99,30.7,19.96,0.86
764,0.01,11.15,17.64,8.98,14.87,15.12,20.45,12.13,23.16,57.79,44.74,22.47,20.29,15.09,21.13,14.88,0
765,0.22,18.22,32.86,16.97,24.54,25.15,38.72,16.11,35.12,88.94,59.72,28.41,30.92,23.41,23.46,24.45,0.23
766,1.01,11.66,31.68,14.32,22.78,19.79,32.53,15.97,36.04,82.31,52.83,20.65,35.29,21.98,20.48,28.14,0.12
767,0.32,8.25,20.83,13.85,20.59,12.91,28.57,15.34,35.83,76.54,40.44,17.74,37.73,18.11,13.65,21.29,0
768,1.56,10.39,32.09,16.66,24.34,14.63,36.94,15.32,43.13,93.58,44.81,16.5,46.58,25.67,10.86,24.58,0
769,1.98,10.21,31.36,14.74,21.52,13.93,32.66,14.78,45.96,85.66,47.83,15.08,51.01,31.37,8.59,22.91,0
770,2.35,11.94,39.77,20.77,27.31,16.87,44.76,16.2,56.9,99.8,50.43,16.53,51.45,35.18,11.19,28.68,0
771,1.24,7.13,26.47,11.49,16.82,8.46,28.82,12.6,41.47,67.37,37.66,14.5,31.35,24.36,12.19,14.42,0
772,1.98,10.42,38.76,15.58,25.6,16.01,36.16,15.11,48.76,98.55,44.62,23.03,29.06,28.48,15.48,13.75,0
773,0.71,8.02,20.75,6.46,15.84,7.29,22.09,9.49,39.85,67.53,31.69,21.6,17.04,16.96,11.68,8.41,0
774,0.9,11.57,32.95,5.09,23.56,11.34,32.66,11.31,44.25,83.71,44.25,30.2,21.07,23.74,24.55,21.01,0
775,0.96,9.37,31.04,3.95,24.32,9.65,32.45,12.09,44.49,87.1,46.51,31.84,20.58,23.29,30.84,21.04,0
776,0.65,7.08,29.28,2.08,20.81,8.02,29.09,11.5,44.29,85.29,43.37,34.71,19.87,24.71,31.28,18.37,0
777,0.08,14.33,37.46,3.91,22.86,14.15,28.15,15.39,49.45,105.56,46.19,44.73,19.22,29.19,36.03,17.39,0
778,0,7.99,22.2,3.3,16.05,10.59,18.27,15.23,44.27,81.88,41.03,41.58,16.4,21.49,32.09,6.53,0
779,0.68,9.47,19.99,7.72,15.61,16.84,18.97,18.69,44.03,84.98,39.31,48.99,19.02,21.33,37.89,6.97,0
780,1.41,15.7,23.73,9.46,17.71,22.99,21.44,18.56,43.75,85.18,40.74,49.96,17.76,22.22,45.17,8.22,0
781,0,15.84,18.88,6.09,15.29,20.67,20.82,21.85,38.1,76.18,36.12,50.64,17.61,16.9,41.07,10.92,0
782,2.22,13.07,14.6,16.38,17.07,18.6,19.05,20.96,30.55,45.41,29.92,36.44,19.45,12.42,35.79,10.7,0
783,1.6,1.9,1.76,9.51,6.01,2.39,3.96,6.74,9.48,7.75,12.01,12.74,24.24,0.94,8.62,3.94,0
784,2.05,6.67,6.76,16.65,15.03,8.75,3.58,14.74,9.29,16.03,15.65,21.44,18.36,0.22,11.81,8.86,0.38
785,4.2,6.49,11.56,12.51,20.94,6.08,0.01,12.71,7.07,17.5,16.21,21.49,17.63,0,4.23,12.06,0.91
786,7.77,2.8,17.01,21.93,28.51,1.05,0,9.41,8.63,9.91,10.26,13.29,23.37,1.48,5.78,14.67,1.96
787,9.04,2.83,7.17,10.92,21.42,2.7,0.31,9.01,8.7,8.57,24.15,15,17.29,2.53,8.38,21.23,1.88
788,48.54,20.5,8.71,44.98,44.98,15.03,0.49,59.74,25.1,48.42,97.21,67.25,21.47,23.07,98.81,77.79,13.97
789,29.75,15.2,4.84,27.67,36.55,7.29,0,57.65,20.97,51.03,96.91,77.2,8.07,26.23,97.34,53.06,9.68
790,7.63,6.2,0.83,8.51,9.02,2.17,0,31.77,14.03,28.63,67,52.07,5.03,15.63,60.73,24.99,1.95
791,8.99,9.8,3.79,11.04,9.6,7.43,0.27,33.35,16.15,37.76,60.15,58.91,12,18.27,65.87,23.72,0
792,11.74,7.6,5.84,18.87,7.5,7.71,1.86,18.7,17.03,29.14,54.74,43.97,24.08,16.61,58.61,32.01,0
793,7.81,1.94,0.47,12.51,3.05,2.85,1.27,8.97,8.51,13.59,30.19,23.52,18.72,4.26,30.78,26.39,0
794,2.24,0.9,1.11,2.79,0.26,1.16,0.91,2.95,2.45,3.1,11.21,8.43,7.16,2.05,10.52,10.47,0
795,5.78,1.45,1.34,1.46,0,0,1.57,2.61,3.47,5.89,12.21,7.75,8.65,2.45,14.98,11.08,0
796,12.87,9.78,10.37,4.18,1.82,4.86,2.52,20.71,8.62,36.84,29.73,39.55,2.97,20.35,35.11,10.12,0.16
797,2.56,5.29,6.22,2.29,1.41,4.06,1.03,9.79,3.81,21.11,18.37,24.15,0,12.55,17.27,0.72,0.08
798,8.79,0.38,1.16,4.71,1.53,2.02,3.31,3.46,7.12,8.69,18.49,11.41,10.1,3.67,13.25,5.12,0
799,7.46,0,0.92,1.01,0.46,0.38,4.09,0.4,3.97,0.56,6.94,3.65,6.5,0,6.38,2.99,0
800,24.72,1.68,10.12,7.1,6.39,3.31,12.03,1.97,10.39,9.3,18.09,10.24,12.51,4.83,17.64,4.43,3.09
801,29.09,2.81,12.84,9.55,12.35,7.29,16.09,3.21,11,11.43,16.7,8.86,13.87,6.7,20.81,12.4,11.25
802,25.49,2.65,10.68,7.16,10.02,5.03,11.53,3.66,10.86,10.82,14.63,6.99,5.48,8.06,18.88,10.07,7.17
803,62.32,4.97,28.24,20.99,24.57,18.22,24.23,7.66,15.99,35.4,41.84,24.85,8.95,18.74,45.72,8.95,18.94
804,14.21,2.48,8.41,6.87,9.15,3.75,15.56,2.27,2.87,11.31,16.44,13.07,10.14,3.87,13.58,0.8,3.57
805,14.16,6.85,15.26,12.23,9.8,8.18,31.28,5,5.09,19.38,35.15,42.36,23.04,7.61,25.25,1.01,8.48
806,2.89,3.97,9.6,2.51,0.04,0.9,14.65,2.89,0,8.16,25.24,35.83,11.26,2.27,10.68,0,4.38
807,2.75,8.83,14.31,12.19,2.71,1.45,32.36,5.3,0,14.53,54.33,58.57,20.4,1.58,16.12,0,12.51
808,9.92,20.08,18.55,61.83,23.43,8.98,66.85,7.47,18.74,8.75,104.67,69.53,37.52,0.03,17.73,0,20.47
809,0.4,4.49,29.57,29.71,5.04,6.31,42.38,12.05,0,17.34,100.87,58.97,9.65,0,12.68,0,28.93
810,0.1,5.08,38.63,46.98,10.72,11.31,47.55,14.93,2.55,23.46,130.61,55.72,14.45,0,10.64,0.12,48.07
811,0.29,7.07,42.63,60.02,14.22,12.78,50.26,17.26,9.09,25.08,155.39,52.14,17.35,0,6.4,0.18,62.4
812,0,4.94,14.08,5.32,9.36,12.6,10.61,14.71,19.47,66.12,45.77,29.99,14.08,24.7,26.89,3.58,0
813,0,9.36,19.56,7.06,10.13,18.81,11.7,12.4,25.55,72.3,49.25,35.73,20.02,24.95,28.39,6.27,0
814,0,1.86,8.83,1.46,3.04,5.52,8.17,7.11,28.16,42.57,39.25,21.96,25.51,11.1,28.21,4.3,0
815,0,7.38,18.18,6.77,11.34,16.06,12.19,12.9,20.76,67.39,45.79,28.84,21.4,21.19,22.62,1.98,0
816,0,8.72,18.29,8.21,11.42,15.41,13.97,12.53,23.48,70.25,44.17,31.1,20.08,20.52,22.75,6.69,0
817,0,1.12,1.83,2.67,1.6,1.78,5.41,8.24,25.81,28.73,35.7,19.08,24.11,2.48,29.69,9.73,0
818,0.94,7.34,16.85,9.35,13.14,13.42,19.18,13.55,26.44,62.52,45.64,23.41,18.01,17.33,21.65,10.8,0
819,0.4,10.65,20.06,10.58,13.46,13.93,20.55,11.4,22.19,54.08,33.18,16.94,17.45,18.75,12.79,11.42,0
820,0.18,13.88,25.48,12.93,17.58,23.82,31.59,15.28,32.85,86.26,49.98,20.95,30.8,22.07,16.21,13.01,0
821,0.2,11.69,24.77,12.31,18.05,17.4,27.85,14.19,35.17,80.69,44.19,19.12,30.72,22.59,13.56,12.44,0
822,0.66,11.92,30.43,13.5,19.3,18.15,31.01,12.39,36.27,83.34,35.77,16.07,32.9,26.7,10.42,15.84,0
823,1.38,8.29,26.04,15.16,19.79,14.52,31.14,14.99,39.08,88.61,36.63,18.23,34.96,23.89,10.24,16.34,0
824,1.94,11.12,30,15.8,21.12,15.76,31.56,15.24,40.57,91.15,37.12,18.9,33.02,25.49,10.06,14.9,0
825,1.51,11.23,27.43,16.12,20.85,15.35,28.92,14.58,38.29,84.88,34.63,22.31,27.19,25.39,10.5,8.03,0
826,2.13,14.68,30.75,16.05,19.84,19.15,31.61,14.32,39.07,88.79,37.98,31.4,23.6,27.37,14.02,12.11,0
827,1.42,12.08,32,14.57,17.49,17.74,33.27,14.46,34.01,96.67,37.83,34.16,24.05,28.2,15.66,9.86,0
828,3.79,11.21,27.79,11.78,14.76,14.86,28.51,10.73,35.25,76.56,36.77,31.38,21.12,23.27,20.68,13.86,0
829,0,1.62,7.9,1.92,6.98,3.71,9.95,5.01,21.61,39.61,18.75,16.26,7.83,11.8,9.77,3.89,0
830,0,2.62,8.11,2.34,8.59,3.98,8.14,4.22,21.87,36.71,16.47,14.85,7.36,11.45,10.82,4.03,0
831,0,7.67,17.16,6.11,13.11,11.5,14.74,7.61,32.9,61.65,26.92,27.83,12.47,18.22,22.57,8.69,0
832,1.52,8.23,15.68,5.8,11.98,12.3,12.71,13.31,30.92,63.8,30.06,34.22,14.64,17.94,24.44,6.72,0
833,1.65,12.35,23.71,7.06,12.24,18.43,16.01,16.18,38.48,80.55,36.05,51.6,16.02,24.9,38.01,7.07,0
834,0.71,9.46,21.61,5.96,15.13,20.22,16.19,18.89,38.73,83.2,34.91,53.91,13.26,25.24,41.53,7.51,0
835,2.09,8.54,15,6.61,14.23,14.83,10.24,20.12,34.8,61.24,34.38,47.07,16.6,15.27,39.02,9.02,0
836,1.07,8.11,9.68,3.82,9.58,13.49,7.76,19.79,28.45,50.87,31.8,42.93,11.19,11.03,29.4,7.1,0
837,3.17,14.44,11.46,8.49,15.49,18.49,8.76,28.65,29.32,53.61,34.55,50.28,10.35,7.86,39.1,10.5,0.05
838,1.85,9.73,6.35,4.03,10.14,8.48,0.58,19.43,12.51,32.51,26.72,37.22,4.73,1.27,18.15,9,0
839,4.99,10.32,6.47,5.1,16.62,10.02,0.79,20.92,6.87,26.65,32.19,37.93,10.27,0.75,18.47,12.53,1.24
840,10.3,7.9,6.49,15.2,28.96,5.55,0.52,19.79,10.27,22.51,30.11,37.37,15.15,1.2,23.11,19.19,3.61
841,16.98,13.29,4.05,11.86,20.48,9.24,0.29,32.47,13.86,29.85,58.92,53.09,16.52,9.64,57,39.46,5.8
842,27.04,0.4,0,19.7,25.55,3.11,0,27.64,2.43,11.99,48.76,1.82,26.5,18.45,40.39,60.14,20.82
843,42.09,4.38,6.23,34.21,32.21,8.8,0,54.46,10.87,30.98,73.61,32.37,15.19,27.27,75.68,70.38,22.19
844,16.64,5.79,1.46,11.7,17.75,2.84,0,33.46,12.38,20.13,70.61,37.37,10.88,16.27,61.41,40.91,4.17
845,13.91,7.63,3.34,8.61,4.74,5.78,0,24.15,13.89,24.85,62.78,42.34,12.05,13.65,60.18,35.35,0.17
846,8.71,8.9,2.41,4.54,4.17,5.81,0.01,25.74,14.06,33.93,47.39,49.53,4.62,22.05,52.99,17.37,0
847,10.9,5.1,3.09,6.87,1.58,3.15,0.73,8.17,6.32,13.98,23.79,23.3,9.41,8.88,28.74,25.32,0.09
848,16.41,11.01,10.02,6.48,2.42,6.39,3.62,17.38,7.08,28.59,27.87,30.85,5.75,19.75,43.25,32.06,1.47
849,34.31,16.79,15.37,5.25,5.41,9.11,8.83,22.26,7.82,36.33,35.11,40.41,4.39,25.91,53.53,51.74,3.18
850,25.35,10.2,7.16,2.54,1.71,5.18,4.71,13.18,3.85,22.73,23.45,28.09,3.98,15.56,37.01,28.97,0.7
851,13.47,9.43,10.81,1.02,0.64,4.17,3.5,15.03,3.17,36.16,27.4,31.69,0.4,22.37,35.05,15.12,1.43
852,5.48,1.72,2.63,2.83,0.4,2.3,1.15,3.48,2.13,13.09,13.86,11.52,2.46,7.39,9.94,2.91,0.19
853,7.8,0,0.76,0.22,0.93,0,2.45,0,4.76,0,7.26,4.61,4.72,0,4.15,0.88,0
854,31.8,0,9.39,3.3,3.48,2.11,8.33,2.15,11.6,8.34,19.75,8.17,10.37,3.57,18.17,3.04,1.71
855,9.93,0.16,2.48,2.18,2.41,1.42,1.4,1.91,1.88,6.7,11.19,4.81,2.05,2.67,7.57,1.67,1.44
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,60.18,1.25,17.92,12.04,11.16,7.67,15.38,4.91,11.26,24.87,38.89,18.38,9.89,9.54,37.25,3.37,7.78
858,14.82,1.2,6.8,5.19,8.41,4.2,7.96,2.04,2.56,9.7,15,9.6,4.84,5.25,13.06,1.52,2.3
859,3.57,1.15,7.7,4.06,2.89,3.23,11.16,4.42,0,10.92,15.85,18.44,2.71,4.27,9.36,0,3.91
860,2.8,1.07,12.49,3.19,2.62,2.51,18.1,5.36,0,11.47,22.35,34.46,3.69,2.41,12.55,0,3.68
861,1.28,0.25,12.86,6.44,1.12,0.74,22.04,7.61,1.59,8.52,43.25,38.26,5.68,0,9.24,0,7.75
862,4,15.17,21.45,47.11,16.96,10.34,51.02,13.22,13.94,10.98,107.78,47.09,21.01,0.3,8.89,0.02,26.37
863,0.09,3.82,41.94,49.6,12.43,12.49,47.72,17.75,4.46,25.67,136.75,52.83,12.8,0,7.34,0.35,53.1
864,1.38,20.09,63.78,80.11,26.12,23.39,62.5,28.67,36.67,34.24,173.46,53.86,24.25,0,7.45,5.06,77.91
865,0,8.46,15.01,6.16,8,16.11,8.74,15.85,18.63,70.1,50.37,31.97,12.13,27.5,25.55,4.48,0
866,0,7.68,17.73,6.71,8.66,17.42,10.86,12.71,19.57,72.57,47.22,30.76,15.72,25.69,24.24,6.6,0
867,0,6.62,14.47,5.37,9.67,13.32,8.41,13.49,20.67,70.65,46.95,30.16,16.61,23.04,26.33,2.9,0
868,0,14.09,25.89,8.61,14.13,23.25,17.94,15.35,22.6,94.57,56.22,37.55,18.36,34.03,24.73,7.79,0
869,0.8,5.54,11.08,6.07,8.52,9.47,12.02,11.07,22.42,48.09,41.19,22.61,20.19,17.13,25.76,5.68,0
870,0,8.16,19.09,6.27,12.57,15.46,15.69,13.69,22.86,77.02,49.26,32.81,20.96,24.15,21.16,6.26,0
871,0,9.6,19.67,7.77,12.13,18.35,19.49,13.29,21.26,77.99,45.15,27.82,18.28,23.07,18.14,7.1,0
872,0.07,13.23,23.35,12.89,14.1,20.33,22.12,14.37,27.35,82.99,44.49,26.51,20.56,25.99,17.97,7.49,0
873,0.25,14.71,22.09,13.73,11.39,17.43,22.2,13.14,30.17,69.28,37.78,21.17,21.73,24.96,16.49,7.16,0
874,1.27,5.74,20.28,14.16,14.34,11.95,22.43,14.19,30.08,72.74,38.48,19.46,21.26,22.78,12.93,6.84,0
875,0.63,6.9,14.91,10.25,13.09,9.85,20.83,11.97,25.67,63.44,30.7,16.68,21.69,16.98,10.88,4.73,0
876,0.54,7.62,22.78,13.45,18.31,15.92,26.6,15.17,32.11,84.46,32.16,22.37,22.82,25.38,10.52,7.63,0
877,0.95,12.71,26.06,15.42,19.77,21.02,29.36,15.25,32.03,90.97,33.08,29.19,24.97,28.95,12.71,8.43,0
878,2.83,6.8,14.76,13.02,9.49,14.4,21.59,12.88,22.3,63.4,22.79,22.67,18.35,19.28,11.3,5.17,0
879,7.22,9.78,19.25,19.28,8.23,22.61,29.1,21.49,29.06,77.25,26.27,37.26,22.65,25.91,14.27,9.31,0.99
880,8.14,8.53,16.34,17.96,7.59,21.39,27.07,21.05,28.7,71.06,22.46,36.82,21.38,24.92,16.82,8.77,3.29
881,4.95,7.69,15.98,11.82,7.43,16.25,22.67,14.75,24.07,64.16,21.38,31.88,19.28,20.44,14.31,7.94,1.61
882,2.24,9.24,22.08,11.16,10.95,18.73,23.76,14.12,26.19,81.31,25.95,38.98,18.5,25.24,16.36,9.83,0
883,0.3,10.16,23.55,7.86,12.49,16.58,20.2,13.72,32.69,86.61,31.02,41.99,17.17,27.89,21.56,9.53,0
884,0.09,1.6,5.06,2.5,4.56,2.81,4.62,5.2,18.72,32.45,12.01,16.31,5.13,8.72,10.75,2.13,0
885,0,3.87,6.61,2.04,4.86,4.19,5.83,9.45,20.4,43.56,18.4,23.5,12.27,10.63,13.94,7.1,0
886,3.22,11.26,19.52,9.05,10.71,19.6,12.55,15.28,34.84,68.11,34.31,44.83,23.73,23.17,36.91,12.41,0
887,0,4.77,12.87,2.7,9.85,12.64,6.56,16.25,26.17,60.03,25.82,40.57,5.23,20.17,27.07,3.57,0
888,0.74,4.05,8.73,4.99,6.46,5.19,4.49,15.9,31.95,40.35,25.21,33.75,22.98,8.05,30.35,6.26,0
889,0,1.74,1.95,1.96,2.54,2.46,1.12,12.48,31.41,21.12,22.71,27.86,26.75,2.36,25.03,3.78,0
890,0.42,3.19,2.85,3.91,5.79,4.39,1.75,14.48,22.45,22.17,22.4,30.19,17.02,4.15,23.4,5.91,0
891,1.08,0.95,0,2.64,1.77,0,0,8.37,13.31,8.97,15.79,17.42,12.5,0,11.81,4.1,0
892,4.96,12.8,6.6,10.48,12.2,10.56,0.75,30.27,16.89,34.35,43.65,56.37,8.39,6.13,41.4,14.9,0
893,6.53,9.73,2.31,3.86,9.16,6.84,0,23.39,9.4,22.44,40.25,41.4,7.01,4.79,37.01,22.96,0.1
894,6.1,5.47,0.47,2.16,9.23,1.56,0,19.03,7.39,9.5,44.98,29.93,10.94,4.83,36.89,30.66,0.39
895,10.68,1.52,0,7.29,13.56,0.24,0,18.9,2.61,9.03,43.09,17.52,18.37,12.75,47.38,49.93,12.07
896,21.8,3.29,2.07,15.99,20.39,3.3,0,40.28,9.5,16.55,63.04,31.35,9.54,21.09,60,50.21,14.01
897,12.16,1.44,0,5.62,16.32,0.71,0,28.6,4.97,9.2,52.61,27.51,13.66,7.79,50.2,43.37,8.95
898,4.76,2.95,0,4.1,1.42,1.55,0,19.98,9.5,15.36,50.12,39.03,4.41,14.61,42.26,25.13,0.24
899,4.75,10.04,3.25,2.6,3.27,4.82,0,19.46,9.65,32.96,44.45,47.07,2.3,21.78,49.38,26.14,0
900,14.68,15.02,8.43,0.42,1.15,3.44,0.75,22.62,7.81,36.37,33.04,41.66,0.16,26.48,48.3,29.2,0.33
901,35.35,19.89,17.07,2.44,11.69,11.64,9.35,19.25,4.13,32.49,27.87,34.55,3.61,26.61,58.16,62.8,5.44
902,47.84,34.35,27.98,9.42,22.8,25.74,13.07,30.23,2.26,55.23,35.59,54.51,2.71,48.73,86.17,108.51,11.69
903,44.43,36,31.31,8.46,22.72,27.62,12.89,37.13,2.56,60.25,38.32,59.53,2.29,54.61,92.67,96.94,11.58
904,50.93,31.96,26.32,10.26,17.24,20.7,15.27,29.33,8.6,57.4,47.07,50.94,5.67,42,79.75,69.74,5.62
905,20.38,8.36,7.61,2.78,1.87,6.47,4.6,11.71,4.83,19.92,27.03,28.29,6.72,12.83,28.82,25.25,1.69
906,28.54,9.68,15.58,14.35,7.48,12.77,13.66,10.87,14.51,33.81,40.39,31.07,13.95,20.26,42.28,14.68,5.79
907,18.71,2.97,7.41,5.34,4.53,6.27,3.77,5.33,6.71,18.25,27.83,15.12,4.74,9.18,21.11,4.26,3.38
908,57.75,5,19.27,19.39,19.39,18.33,16.61,12.13,12.09,46.88,57.28,31.59,5.8,21.3,47.54,7.06,12.47
909,68.58,3.57,25.83,20.71,25.01,19.6,20.9,11.67,16.68,47.34,59.18,29.38,8.04,19.05,51.29,9.37,15.09
910,11.29,0.92,4.08,2.92,3.53,2.39,3.71,1.14,3.16,5.51,7.27,3.73,0.82,2.83,8.87,1.01,1.78
911,2.3,0,0.52,0,1.49,0,0,0,1.12,0.13,3.56,0.38,1.65,0,0.74,0.14,0.17
912,6.97,2.16,4.29,7.48,6.71,4.02,11.43,3.19,5.53,6.05,23.26,10.91,12.64,1.69,9.2,1.98,3.17
913,4.56,3.74,15.9,9.48,6.03,6.69,21.26,8.37,0.3,16.64,29.39,30.07,4.81,5.01,15.03,0.25,10.09
914,2.63,3.89,20.55,16.91,7.02,5.25,28.46,15.33,0,16.83,64.5,35.73,4.33,2.53,10.44,0,17.46
915,3.67,9.98,12.77,21.38,10.34,6.84,30.67,9.64,8.68,8.23,65.75,17.97,12.55,0.61,4.91,0.75,20.31
916,0.86,7.47,39.46,49.2,12.96,14.05,40.04,19.02,16.57,22.48,113.03,36.26,11.87,0,5.52,1.28,48.96
917,3.97,41.03,72.85,95.55,36.81,26.86,65.9,39.47,66.68,37.29,187.09,49.55,32.53,0,4.65,13.31,91.7
918,0,2.96,7.58,1.83,1.84,10.59,5.53,13.53,27.09,59.76,49.04,31.09,23.5,20.85,33.28,2.99,0
919,0,8.29,22.25,6.82,7.87,25.25,11.51,15.9,18.97,88.53,52.79,36.77,14.02,35.74,24.87,9.02,0
920,0,6.14,13.49,5.44,7.35,16.74,8.04,14.67,17.63,67.91,47.42,28.63,14.17,26.09,24.29,6.22,0
921,0.06,10.49,23.42,7.19,9.48,21.69,11.86,14.26,23.33,75.53,52.66,35.22,18.74,31.86,28.24,10.74,0
922,0,7.16,15.63,3.56,9.24,16.28,10.64,13.86,20.55,74.6,45.15,29.61,15.61,25.24,23.66,5.05,0
923,0,6.97,15.81,3.41,9.06,14.6,11.69,14.7,21.05,72.07,44.93,28.8,16.9,24.46,19.64,3.75,0
924,0,4.46,8.5,3.86,4.7,7.68,5.97,9.33,15.65,45.12,32.1,18.36,11.85,12.56,15.24,3.24,0
925,0.05,10.87,20.25,11.37,11.33,10.97,16.53,11.43,26.34,67.86,42.26,25.46,17.66,25.93,21.67,10.07,0
926,0,8.14,13.93,6.75,7.95,10.5,12.77,8.1,18.82,49.6,27.1,18.71,13.59,16.85,14.05,5.15,0
927,0.02,11.57,27.31,15.97,14.29,23.72,23.29,17.25,29.78,97.03,51.74,29.46,25.23,34.13,19.94,5.42,0
928,0.08,6.53,15.8,11.08,11.33,12.7,17.98,13.34,20.67,71.14,36.78,20.79,18.44,22.98,11.93,2.84,0
929,0.18,8.29,18.67,11.09,13.09,15.81,21.23,14.29,26.03,81.86,38.67,26.49,24.49,26.74,12.85,5.13,0
930,0.27,7.49,17.8,9.77,11.71,15.11,20.68,9.75,22.48,64.68,23.56,21.89,18.33,20.65,8.83,5.03,0
931,2.05,5.79,13.72,11.72,8.19,14.91,18.32,12.61,18.49,61.3,22.52,24.42,17.56,18.01,9.98,5.52,0
932,7.7,11,23.95,22.87,8.51,30.07,32.93,25.56,33.06,87.52,29.17,45.15,24.36,33.34,13.76,10.17,1.16
933,12.88,7.58,18.11,21.68,5.72,27.29,30.63,33.11,32.84,71.63,25.14,42.44,28.01,28.64,22.08,16.36,12.25
934,19.09,11.41,22.09,26.39,7.7,35.77,39.65,45.52,36.69,85.94,28.54,51.41,33.1,39.53,32.38,23.94,19.67
935,4.09,2.65,4.95,7.15,1.59,10.38,9.17,17.07,13.01,27.21,11.12,19.97,14.7,12.38,14.41,6.64,7.62
936,1.81,0.76,3.66,5.86,1.6,7.52,6.68,10.04,13.03,29.29,11.71,18.93,14.31,11.54,13.78,4.46,1.12
937,2.03,8.84,17.48,9.52,7.71,18.59,15.59,11.07,22.76,62.06,20.85,34.6,12.21,22.75,11.04,7.78,0
938,1.62,12.87,21.93,12.38,11,21.15,16.9,13.33,27.4,80.39,29.2,44.9,11.88,27.75,18.4,11.11,0
939,1.17,7.97,13.54,8.57,7.94,10.97,10.62,8,15.43,36.84,13.69,22.31,6.37,16.2,18.12,6.25,0
940,0.8,12.67,23.55,8.17,10.94,20.26,11.21,17.4,34.66,86.69,34.57,52.03,13.25,30.71,33.49,7.35,0
941,0.1,7.58,15.26,4.19,11.61,13.04,7.72,18.17,28.54,68.19,29.02,46.95,7.06,23.19,30.52,4.66,0
942,0,0.13,0.2,1.01,0,0,0.34,7.18,26.86,17.01,16.87,22.04,18.78,0.65,20.86,1.48,0
943,0,0,0,2.17,0,0,0,10.13,30.59,12.75,22.61,26.19,24.63,0,23.08,4.26,0
944,0.08,6.36,6.67,3.46,6.47,7.95,1.56,19.2,23.82,35.63,31.89,47.29,9.01,10.72,34.25,6.69,0
945,2.96,11.47,8.39,4.83,9.27,11.19,1.65,24.68,16.8,35.19,37.21,49.11,7.21,12.2,38.49,12.12,0
946,2.14,10.6,5.41,3.3,7.13,4.87,0.41,22.52,13.33,24.52,32.89,42.13,6.05,9.5,39.8,8.86,0
947,4.42,8.86,2.24,0.89,8.92,3.64,0.17,28.3,10.88,16.23,33.37,49.36,2.61,9.17,52.19,11.1,0
948,2.16,7.46,0.53,0.02,8.01,0.14,0,27.32,8.6,4.91,36.72,46.35,0,10.18,60.16,13.66,0.29
949,5.75,9.21,1.13,2.08,7.79,1.24,0,30.4,7.57,5.16,48.86,42.36,4.91,10.42,70.7,35.87,0.39
