ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1059,2.06,11.01,1.38,0.95,5.6,0.86,0,23.01,6.33,2.83,31.06,44.83,1.2,14.03,65.33,27.33,0.85
1060,8.24,0.42,0.35,4.59,0.3,0.42,0,11.16,6.68,1.48,30.87,30.44,9.25,2.92,38.47,44.98,0
1061,14.09,0,0,3.33,0,0.01,0,7.56,4.84,0.1,33.25,33.45,7.78,0,34.69,44.76,0
1062,24.3,0.56,0,6.21,0,4.03,0.38,12.27,1.47,0.65,32.05,46.68,6.25,0,47.83,66.26,0
1063,57.79,7.24,0.61,13.9,4.83,16.71,3.87,13.72,4.67,3.87,34.18,49.66,16.79,2.37,68.19,93.32,0
1064,36.63,8.05,4.96,5.29,5.48,10.86,6.53,9.58,1.17,17.24,21.57,30.18,5.5,13.55,42.34,46.67,0.73
1065,48.65,20.93,12.95,7.99,11.06,16.5,11.6,17.09,2.39,34.62,35.36,44.57,7.1,24.71,60.05,65.61,3.99
1066,28.33,19.39,18.51,0.9,5.42,7.64,8.24,23.78,3.62,41.32,31.03,40.22,1.15,30.64,52.9,39.9,4.32
1067,21.21,16.59,16.33,3.14,2.45,8.13,3.97,17.64,4.95,35.23,28.75,38.76,4.42,24.71,43.32,20.9,1.82
1068,27.3,7.99,7.36,9.77,1.94,8.97,8.82,10.56,10.48,25.99,35.5,34.36,11.37,14.59,37.85,18.24,0.37
1069,7.86,6.2,8.65,4.03,2.93,5.51,5.98,12.02,3.1,27.76,27.57,32.64,3.03,16.67,19.57,2.09,1.84
1070,8.72,9,17.65,6.71,3.52,12.53,7.22,17.12,2.69,48.07,35.06,49.86,0.75,27.2,26.78,0,6.09
1071,13.7,6.3,14.94,6.91,7.96,6.16,11.98,15.81,3.48,34.28,36.36,39.54,5.74,17.66,20.28,0,5.87
1072,9.67,8.78,22.44,8.05,9.84,11.39,23.7,17.4,0.62,43.74,36.51,48.17,0.82,18.98,25.26,0,11.22
1073,22.33,14.96,18.67,18.21,16.51,12.27,36.53,14.61,13.92,29.27,55.22,39.66,21.6,13.46,34.23,2.96,8.75
1074,21.04,14.91,19.68,18.22,15.86,14.34,41.21,13.39,10.54,29.01,47.58,41.99,19.61,13.12,30.84,2.65,12.08
1075,5.87,1.19,13.25,3.84,6.56,3.93,26.15,18.04,2.48,24.79,54.88,38.82,7.76,1.63,14.15,0,15.92
1076,4.95,7.41,4.32,33.46,14.52,4.39,54.58,10.04,14.23,5.99,97.5,23.27,20.16,0,3.05,0,5.94
1077,7.77,7.66,6.44,47.26,23.41,8.5,68.26,15.91,24.42,4.49,112.86,25.27,13.94,0,2.43,0,13.32
1078,12.11,14.91,46.61,57.84,28.72,23.54,77.17,33.38,8.82,31.6,131.02,57.92,7.29,0.33,19.47,0.44,59.71
1079,8.15,15.05,29.88,41.15,21.97,20.06,51.82,21.45,14.62,19.53,89.43,33.72,5.81,0,12.72,3.95,35.37
1080,0,4.66,15.75,1.84,1.75,23.26,10.22,17.11,17.85,68.91,56.73,35.07,17.94,29.56,34.12,13.69,0
1081,0,4.69,10.04,2.09,1.87,15.44,6.05,12,14.41,48.06,39.89,27.45,17.99,20.38,28.77,10.56,0
1082,0,3.82,12.67,1.5,2.19,20.85,7.16,14.08,14.28,53.84,44.06,29.6,16.66,22.58,24.56,10.37,0
1083,0,1.94,7.19,0.41,1.69,16.88,4.77,11.88,8.69,41.67,33.92,22.97,13.37,13.98,15.43,4.18,0
1084,0.86,8.23,19.79,6.55,5.41,23.74,11.04,16.27,25.01,79.56,52.2,31.14,15.3,35.11,30.54,16.13,0.11
1085,1.87,5.36,13.7,9.9,3.67,18.38,9.5,16.97,21.57,51.8,42.05,30.49,21.69,24.52,28.01,16.25,0
1086,0,8.72,21.62,4.95,4.93,27.1,10.81,17.3,18.73,90.68,54.88,34.4,14.37,37.24,24.4,13.68,0
1087,0.23,6.78,16.74,5.99,5.13,20.34,11.28,15.49,20.82,71.33,47.46,30.68,18.48,30.2,26.18,12.28,0
1088,0,6.97,16.56,4.85,4.22,23.08,7.25,15.8,17.93,86.24,45.39,30.44,13.87,32.75,21.01,8.08,0
1089,0,6.68,12.04,4.71,4.19,14.49,3.98,12.42,16.31,66.27,36.61,23.41,12.22,23.82,16.36,5.68,0
1090,0,5.44,11.71,3.2,4.04,12.65,6.32,10.96,20.79,62.51,40.92,26.88,15.48,21.09,20.63,4.7,0
1091,0,3.43,8.55,2.98,3.17,9.95,4.95,8.5,20.79,51.87,38.67,25.8,17.36,15.24,21.89,2.82,0
1092,0,11.12,20.03,5.63,6.94,22.56,10.76,15.53,19.77,83.63,44.52,37.41,17.3,32.72,15.18,7.11,0
1093,0.06,7.38,13.66,3.76,5.73,17.89,8.41,15.11,21.32,72.49,33.88,33.9,15.34,25.87,15.48,5.99,0
1094,0.35,8.88,20.8,10.24,7.55,23.53,17.81,15.9,21.56,87.26,34.16,42.77,17.88,35.6,13.47,8.27,0
1095,1.86,6.83,19.77,13.29,5.74,24.71,21.39,15.76,21.34,83.53,27.49,43.66,16.86,33.6,12.75,6.11,0
1096,4.07,4.27,11.25,14.19,3.22,19.61,15.9,17.09,19.35,66.24,21.53,35.82,17.67,27.91,11.02,6.91,0.18
1097,9.77,7.7,16.93,21.74,4.5,28.82,24.39,29.43,29.02,79.47,24.58,47.54,23.08,30.57,14.68,10.99,4.95
1098,11.85,9.77,20.49,24.28,4.82,32.56,30.23,34.51,34.6,82.97,26.32,52.88,25,34.57,16.91,13.03,9.3
1099,9.73,9.62,19.44,23.34,5.05,28.69,26.11,28.51,31.73,77.79,24.64,49.6,21.72,30.67,16.67,10.41,6.61
1100,0.66,2.94,6.96,6.26,1.18,8.36,5.92,6.73,12.96,29.81,10.76,18.28,8.46,12.48,7.78,4.52,0.36
1101,1.75,4.12,7.58,5.77,3.01,8.07,7.44,10.83,15.23,35.95,14.42,20.38,9.64,15.27,10.05,6.12,0.21
1102,3.84,12.85,27.16,13.99,8.92,24.3,16.39,18.18,31.23,79.15,35.69,58.73,14.48,36.5,22.58,11.04,0
1103,0.88,7.1,17.73,6,7.09,17.44,7.83,14.86,22.7,70.52,28.07,43.26,9.2,27.47,18.3,6.05,0
1104,0,2.28,7.98,0.92,2.76,6.23,1.98,6.91,7.66,33.75,9.53,21.01,3.03,11.46,7.41,1.83,0
1105,1.17,5.59,12.69,3.27,5.24,10.4,3.95,13.52,18.49,51.28,22.76,35.12,4.53,21.77,17.27,3.2,0
1106,0.84,8.4,17.15,4.13,9.08,15,5.95,18.43,23.51,71.07,32.17,49.4,6.07,28.35,29.78,7.59,0
1107,0.01,6.25,11.97,0.46,6.52,10.52,2.05,13.39,17.77,46.02,24.87,37.09,4.67,20,24.64,5.13,0
1108,0,0,0,0.83,0,0,0,7.17,17.97,4.46,24.24,26.42,13.26,0,16.18,4.36,0
1109,0,0.93,4.06,3.69,2.13,1.49,0.14,21.62,22.45,21.26,36.25,43.66,8.27,9.83,33.73,16.59,0
1110,0.67,3.49,7.57,3.6,4.2,1.78,0,22.76,14.21,20.61,25.88,44.09,3.09,14.12,39.65,15.72,0
1111,1.39,6.55,5.38,0.89,5.4,0.39,0,17.02,8.7,5.55,26.61,35.47,2.14,12.16,49.57,20.67,0.17
1112,1.46,11.43,3.4,1.98,3.25,0.57,0,10.82,4.18,0.92,16.11,18.55,2.13,6.64,37.61,15.99,3.46
1113,3.62,9.59,2.75,2.3,3.34,0.99,0,14.87,3.22,2.53,25.92,22.19,1.3,11.06,46.6,25.24,2.6
1114,2.49,15.48,5.35,3.75,7.36,0.73,0,22.9,5.51,3.16,34.6,41.74,1.5,15.09,77.73,33.4,2.94
1115,0.75,6.5,2.01,0.38,5.19,0.42,0,20.5,7.46,5.67,28.35,43.78,0.94,13.92,58.73,17.33,0.19
1116,2.72,0.2,0,3.1,0.09,0.21,0,9.97,3.6,0.53,28.53,34.75,4.19,1.5,24.85,32.74,0
1117,2.62,0,0,0,0,1.03,0,5.12,0.12,0,25.78,41.85,2.9,0,25.82,32.53,0
1118,7.41,0,0,0.04,0,0,0,4.59,0.19,0,29.56,51.76,1.68,0,37.7,37.7,0
1119,12.73,0,0,0.83,0,0,0.42,9.83,0.19,0,27.06,62.23,5.92,0,48.25,53.73,0
1120,20.35,5.22,1.71,1.96,0.68,3.33,0.75,22.26,1.71,20.49,27.84,53.55,1.13,13.58,31.3,31.36,0
1121,19.98,0.46,0.45,2.55,0,0.65,0.89,8.15,0.22,6.47,24.1,45.38,2.16,2.86,40.02,47.05,0
1122,14.03,6.82,6.93,0.48,0.26,1.83,0.42,19.85,2.08,26.98,27.54,41.95,0,17.95,24.49,17.17,0
1123,15.12,5.71,5.76,4.63,1.32,4.59,4.56,13.85,6.94,23.64,28.41,36.69,9.56,12.97,30.02,15.88,0
1124,15.71,5.58,6.68,6.26,2.21,4.16,4,11.37,5.8,27.25,26.9,37.79,6.06,14.69,22.01,11.03,0.06
1125,5.59,3.19,6.1,0.94,0.2,2.75,1.17,11.59,1.5,25.48,22.45,36.28,1.97,13.91,14.96,1.34,0.38
1126,5.73,9.43,13.34,5.69,7.07,8.81,6.9,15.04,2.72,37.43,28.02,42.08,0.48,19.12,21.09,0,4.11
1127,8.03,8.69,15.29,2.79,9.55,7.49,10.59,16.26,2.24,36,29.67,45.75,0,18.97,20.86,0,5.41
1128,11.04,8.08,15.83,6.75,7.09,6.98,16.33,15.24,1.66,33.87,34.19,46.66,3.81,15.26,21.91,0.15,6.57
1129,12.92,11.98,21.64,7.08,8.98,9.03,27.57,16.81,1.23,35.3,44.44,47.84,3.57,16.18,27.38,0,10.75
1130,20.31,18.65,28.05,20.72,21.65,16.81,49.47,21.24,8.15,49.45,62.07,64.31,15.17,16.89,47.02,3.33,19.04
1131,6.36,5.67,19.07,2.33,8.58,7.07,33.14,24.22,0,38.93,55.22,51.69,0.46,5.07,24.41,0.01,20.42
1132,10.91,3.38,11.05,14.99,10.37,5.32,42.46,18.56,4.61,14.63,79.96,34.45,6.14,0.11,9.79,0,15.35
1133,15.93,8.71,26.06,21.11,20.03,15.72,61.59,32.99,2.38,30.99,95.26,52.54,2.25,0.2,24.68,0,39
1134,32.64,28.23,48.55,71.19,50.04,40.48,113.49,39.52,8.17,42.68,125.86,75.29,4.6,1.05,47.64,1.81,59.87
1135,17.32,8.92,23.48,32.6,26.99,19.54,57.69,21.15,0.18,19.62,61,34.02,0,0,23.67,0.73,30.14
1136,0,0,0.56,0,0,1.3,1.21,4.62,3.1,7.07,16.9,15.14,7.76,1.34,10.76,0.82,0
1137,0,0,0,0,0,0,0.59,0.52,6.32,6.7,17.93,16.5,10.42,1.36,13.57,0,0
1138,1,2.48,5.78,3.94,1.83,10.82,4.02,9.89,13.93,17.14,33.23,26.89,21.04,9.24,25.38,7.42,1.23
1139,0,7.38,7.77,0,0,9.85,7.21,7.29,16.35,41.62,44.71,17.78,18.67,8.37,25.6,4.29,0
1140,0.61,11.15,22.29,11.91,0,25.93,13.04,21.89,40.15,68.3,69.09,46.81,33.48,31.47,53.64,20.79,1.06
1141,0.3,14.22,33.37,4.1,2.28,36.7,11.91,21.36,28.32,111.77,73.56,39.64,18.63,44.95,35.78,20.93,0
1142,0,4.91,15.08,0,1.02,26,7.28,17,16.67,76.56,50.67,30.46,12.57,25.34,24.02,11.84,0
1143,0,5.01,19.46,1.12,1.42,30.18,10.29,16.89,17.24,89.85,49.36,32.33,14.74,31.77,22.7,14.56,0
1144,0,6.83,18.69,1.18,2.06,27.46,8.85,16.59,17.65,88.21,48.92,32.01,14.19,34.41,21.63,16.34,0
1145,0,3.63,13.19,0.57,2.6,20.51,5.96,15.53,18,78.21,47.6,28.95,14.08,29.2,21.49,7.88,0
1146,0,6.63,15.1,1.61,3.87,20.54,6.5,15.27,18.02,83.97,46.12,29.04,12.95,32.14,18.97,9.55,0
1147,0,5.37,10.77,2.47,1.83,14.51,5.03,14.98,18.91,69.75,42.3,27.03,14.24,25.09,18.92,4.96,0
1148,0,2.41,6.44,1.51,1.46,8.93,4.14,9.72,23.69,53.17,39.38,22.96,16.89,16.23,21.76,1.8,0
1149,0,8.92,15.87,5.02,5.79,19.7,7.08,14.92,19.04,75.74,41.96,32.67,12.61,30.18,15.59,5.73,0
1150,0,7.61,14.69,4.59,5.98,19.76,8.94,15.68,19.64,81.29,40.88,36.71,13.34,31.95,14.15,6.82,0
1151,0.05,12.42,23.08,7.16,7.71,27.12,11.45,17.25,21.06,92.24,35.31,48.86,16.31,40.19,15.46,10.67,0
1152,0.45,7.04,18.68,9.46,4.97,22.76,11.38,16.35,19.67,81.84,30.66,43.35,15.15,35.91,13.32,9.54,0
1153,1.74,8.99,20.06,13.46,4.16,24.94,17.79,16.97,21.05,83.42,27.99,48.32,17.27,38.58,12.73,8.91,0
1154,3.06,8.46,20.78,18.27,4.13,27.25,21.26,20.12,22.77,84.05,27.26,51.82,19.28,38.16,14.44,9.37,0
1155,3.21,6.88,11.31,13.14,2.55,19.12,12.66,16.85,19.07,61.48,19.93,36.49,14.07,26.38,11.57,8.96,0.38
1156,2.52,9.09,19.16,15.87,3.09,24.08,16.84,17.34,21.87,73.78,23.41,49.59,14.11,32.39,11.24,8.62,0.01
1157,1.07,6.55,13.26,8.19,1.97,14.89,9.86,13.63,18.83,56.6,18.47,34.98,10.9,25.91,11.05,6.4,0
1158,1.11,6.44,18.41,5.85,5.35,18.61,6.18,15.8,22.67,73.37,25.8,45.4,10.38,33.14,12.28,6.65,0
1159,0.08,8.94,20.83,5.55,5.98,20.54,7.7,16.43,19.84,73.65,25.67,48.06,6.67,35.16,13.32,6.37,0
1160,2.11,7.99,17.78,4.7,6.98,14.19,6.76,18.71,25.44,72.6,30.79,44.58,8.56,33.87,19.65,6.64,0
1161,0,3.27,14.98,1.48,4.65,10.9,3.72,14.83,17.89,60.81,22.08,35.57,4.4,25.98,14.98,3.63,0
1162,1.11,4.44,13.21,2.35,4.63,9.37,3.77,14.87,20.08,50.64,23.4,32.77,6.13,24.89,17.34,4.25,0
1163,0,2.3,8.8,2.37,2.66,5.54,1.52,13.37,18.56,43.76,22.67,31.73,8.47,17.29,18.26,3.77,0
1164,0,4.75,14.69,0.39,7.29,9.26,1.77,18.94,19.23,55.18,28.35,42.72,4.94,24.59,22.43,6.44,0
1165,0,0.93,3.51,1.89,1.06,2.46,0.6,9.65,24.96,22.49,25.51,29.63,13.93,5.94,23.85,7.11,0
1166,0,1.21,3.38,2.38,2.08,1.03,0.11,12.36,22.32,14.41,27.31,28.67,10.77,6.26,22.7,12.7,0
1167,0.39,3.21,7.08,1.17,3.91,3.21,0.23,13.35,14.77,19.29,18.86,28.11,5.74,11.7,23.23,11.86,0
1168,0.46,2.91,3.15,0.83,1.72,1.01,0,8.63,13.03,8.47,21.12,22.68,5.43,6.37,29.99,16.46,0.28
1169,0.53,5.37,6.02,0.76,4.21,1.29,0,8.96,4.8,5.97,12.24,20.74,0,7.74,28.68,6.24,1.33
1170,2.06,12.38,9.89,1.36,8.95,1.2,0,21.86,10.62,8.9,28.11,41.2,0.91,16.14,63.7,19.6,2.15
1171,0.48,7.9,5.9,0.3,5.53,0.51,0,16.92,7.32,9.32,19.93,36.24,0,14.58,48.01,7.08,0.42
1172,1.46,1.7,1.51,2.24,1.02,0.26,0,18.67,7.37,5.72,20.47,36.26,3.94,8.14,29.26,18.04,0.06
1173,1.5,0,0,0,0,0,0,5.63,2.37,0.62,28.55,40.34,0.51,1.11,10.88,30.62,0
1174,1.59,0,0,0.65,0,0,0,5.35,2.21,0,31.19,47.91,1.64,0,22.24,35.34,0
1175,4.45,0,0,0.2,0,0,0,3.01,0,0,23.81,51.33,0.04,0,23.44,29.86,0
1176,7.32,0,0,0.09,0,0,0,6.18,0.29,0,24.41,44.44,1.05,0,33.54,27.92,0
1177,5.83,0,0,0.63,0,0,0,4.44,1.49,0,21.55,48.55,3.39,0,39.82,33.19,0
1178,17.82,0,0,0.81,0,0,0,3.45,0.13,0.05,22.78,51.54,1.15,0,38.58,29.98,0
1179,14.28,0,0,1.22,0,0.73,0.85,1.7,2.93,1.13,27.63,51.72,2.81,0,31.94,31.51,0
1180,15.99,0,0,4.79,0,1.2,3.5,6.83,8.06,4.83,28.64,43.06,11.57,0,32.57,26.44,0
1181,2.39,1.61,7.66,0.21,0,1.15,0.32,16.25,2.2,36.86,25.13,46.25,0,20.81,10.86,0,0
1182,2.53,3.38,8.57,0.84,0.49,3.34,1.91,18.19,2.18,35.5,25.38,44.01,0.28,19.48,8.81,0,0.39
1183,9.15,6.67,14.06,6.11,5.39,4.71,9.8,19.23,4.67,39.99,32.12,54.27,1.5,20.85,22.82,0,2.37
1184,17.98,4.01,7.18,12.2,5.01,2.08,17.4,12.82,8.33,14.8,34.72,42.82,15.3,6.51,21.29,0.47,0.77
1185,25.73,1.26,2.74,20,2.91,4.13,28,6.79,12.23,5.25,40.62,37.91,17.81,1.48,16,0,0.07
1186,21.81,1.86,6.02,20.44,7.51,2.22,33.15,9.19,4.65,8.53,43.48,32.93,16.06,3.19,20.72,0,2.23
1187,24.53,15.82,19.25,26.95,17.5,10.42,48.41,14.64,15.94,20.88,61.44,42.43,23.89,7.55,26.57,0.74,7.64
1188,16.32,14.41,28.1,20.11,16.38,11.52,47.93,34.35,3.86,35.55,76.33,57.25,5.93,7.29,26.27,0.29,18.5
1189,30.31,17.72,11.15,41.91,27.82,15.48,78.05,19.35,5.93,13.81,91.26,42.88,10.98,1.29,10.4,0,11.3
1190,30.78,19.82,29.03,32.65,33.92,28.16,80.94,29.01,1.49,31.57,87.5,54.45,3.46,1.32,35.35,0,29.67
1191,55.88,34.75,33.8,69.37,64.77,49.4,128.15,43,14.61,36.53,119.44,59.97,16.08,2.72,48.68,5.07,52.46
1192,54.54,38.86,28.76,79.85,72.67,52.42,132.54,39.58,17.75,31.22,104.44,45.52,17.88,1.73,37.58,4.21,48.49
1193,0,0,0,0,0,1.79,0,3.68,2.6,12.26,24.12,8.54,9.09,1.62,13.45,0,0
1194,0.24,4.55,11.23,10.34,0,10.98,6.81,15.29,18.4,22.57,39.1,35.42,18.58,18.39,35.67,13.64,2.71
1195,0.15,2.89,7.41,3.09,1.5,6.85,3.33,5.31,11.18,18.35,22.66,21.71,13.64,10.21,20.81,7.33,1.01
1196,0.03,5.77,19.69,9.94,0,25.43,10.98,21.78,23.75,54.21,54.32,45.89,22.88,26.75,42.82,25.2,3.17
1197,0.49,9.43,22.72,4.52,1.62,29.01,10.4,18.4,29.41,67.79,58.86,35.56,19.28,29.27,35.6,21.2,3.17
1198,0,6.8,22.05,0.78,0.5,33.89,8.97,19.49,24.35,88.29,62.61,34.97,19.51,31.21,33.29,14.58,0
1199,0,6.34,15.73,0.49,0.27,31.19,9.56,18.26,16.72,78.16,55.5,32.77,15.62,25.86,24.43,14.06,0
1200,0,5.52,18.2,0.08,0.09,31.17,8.27,17.72,16.04,81.32,53.72,30.64,14.9,27.22,22.73,10.85,0
1201,0,4.68,18.64,0.26,0.27,27.99,6.89,17.29,17.21,84.71,48.51,31.69,14.88,31.03,22.07,10.95,0
1202,0,3.78,15.78,0.45,0.68,26.25,6.41,16.79,19.01,83.65,49.24,32.66,16.32,32.19,22.89,9.62,0
1203,0,5.39,14.33,2.08,1.7,19.79,5.79,15.96,20.46,78.23,48.46,30.56,14.04,30.54,22.27,9.5,0
1204,0,0.8,2.8,0.24,0.61,4.39,1.24,4.71,14.37,33.17,33.43,19.28,12.5,8.14,19.35,1.65,0
1205,0,2.73,6.34,0.7,1.79,8.67,3.11,10.05,24.08,56.05,50.01,30.98,21.34,15.02,26.3,3.35,0
1206,0,2.92,8.76,1.67,1.98,13.14,3.08,14.53,22.17,62.25,45.35,30.1,16.85,25.87,20.63,3.43,0
1207,0,7.69,14.73,4.07,5.07,18.35,3.98,16,19.16,73.73,41.44,30.83,11.65,35.76,12.9,6.45,0
1208,0.29,7.65,17.63,8.37,5.64,19.3,8.16,14.14,19.86,70.7,34.01,34.27,11.87,35.04,14.28,7.18,0
1209,0,5.26,14.79,4.03,3.07,18.07,4.32,14.51,18.43,71.83,30.03,35.24,11.08,33.89,13.25,5.53,0
1210,0.2,6.57,11.42,3.81,1.62,16.55,5.15,16.72,18.47,70.32,28.64,33.83,13.34,34.47,14.57,4.42,0
1211,0.18,6.23,10.9,4.96,1.46,14.73,4.29,14.8,18.39,64.14,24.84,33.12,12.21,30.26,13.48,3.96,0
1212,0.24,4.76,13.43,6.22,1.35,17.94,5.37,16.38,18.36,71.73,22.97,37.36,11.38,36,11.33,5.65,0
1213,0.48,8.77,18.55,7.89,2.69,23.16,6.42,17.25,19.77,80.44,23.95,48.15,12.4,38.1,12.14,8.24,0
1214,0.08,7.35,17.44,8.05,3.23,21.19,5.47,16.13,18.25,72.75,22.75,47.01,8.84,35.46,10.63,7.78,0
1215,0.81,6.74,15.6,5.33,4.51,20.55,5.21,16.92,20.35,71.4,27.75,46.92,11.64,34.09,14.72,4.6,0
1216,1.63,11.11,28.77,9.62,8.5,26.45,10.21,21.95,28.27,92.53,38.12,59.03,11.07,48.52,21.39,9.66,0
1217,0,2.83,11.13,3.59,3.39,10.26,4.33,13.11,16.35,47.34,26.09,31.95,14.93,21.93,14.82,6.14,0
1218,0,3.39,15.55,1.37,4.61,13.59,4.04,17.76,19.51,65.03,26.6,38.11,5.79,34.47,15.26,5.43,0
1219,0,4.49,18.23,1.51,4.75,13.74,5.47,18.28,18.94,63.7,24.68,39.25,6.73,33.68,18.36,4.09,0
1220,0,3.45,14.79,0.86,4.78,10.06,2.66,16.74,17.72,54.08,22.94,34.75,4.66,28.67,14.25,3.61,0
1221,0,4.74,16.55,1.45,5.35,8.75,3.47,17.39,21.51,52.38,24.91,39.01,8.03,22.83,19.05,9.09,0
1222,0,3.05,13.39,1.85,7.65,5.84,1.89,18.48,19.05,47.65,22.14,33.95,5,22.68,17.29,8.23,0
1223,0,0,0.34,6.57,0,0,0,6.65,29.23,15.15,28.37,26.12,15.79,1.55,23.19,24.5,0
1224,0.25,0.71,3.56,2.04,1.26,0.39,0.2,7.5,24.04,14.73,21.58,21.29,8.09,5.84,19.73,23.97,0
1225,0.11,3.06,7.76,2.04,4.63,1.4,0.58,8.42,18.68,19.5,16.6,21.4,5.29,12.41,16.09,22.13,0
1226,0.73,7.46,12.86,0.38,8.23,3.25,0.72,15.9,18.19,21.6,21.53,29.98,4.05,13.53,22.32,22.48,0.22
1227,1.35,7.93,13.6,1.78,9.43,2.6,0.5,16.13,19.41,26.55,25.34,36.89,2.75,16.84,32.9,29.35,0.43
1228,0,0,0.14,0.62,0,0,0,9.48,9.05,2.64,25.19,30.77,1.03,1.46,7.79,14.15,0
1229,0.85,0,0.09,1.78,0,0,0,6.98,13.9,1.17,31.78,43.59,4.23,0.91,16.27,33.83,0
1230,0.06,0,0,0.73,0,0,0,3.13,6.97,0,23.85,43.18,1.73,0,6.72,20.65,0
1231,0,0,0,0,0,0,0,1.95,4.05,0,21.35,38.92,3.04,0,7.49,13.32,0
1232,1.94,0,0,0.27,0,0,0,0.82,0.69,0,16.74,39.86,1.35,0,13.8,18.84,0
1233,4.59,0,0,0.09,0,0,0,2.71,2.54,0.24,25.8,51.5,0.22,0,23.36,22.57,0
1234,4.68,0,0,0.19,0,0,0,2.26,1.82,0,15.71,42.24,0.6,0,21.47,14.01,0
1235,0.03,0,0,0.29,0,0,0,0.84,1.53,0.07,18.37,37.92,2.09,0,19.64,13.09,0
1236,5.56,0,0,0.48,0,0,0.59,0.76,5.41,0,27.24,39.14,3.7,0,23.06,13.42,0
1237,3.6,0.04,0.9,2.48,0,0,0.53,5.96,3.47,4.32,26.46,38.54,7.1,2.64,17.35,9.97,0
1238,3.23,1.35,5.72,0.53,0,0.31,0.57,23.8,4.44,25.87,25.59,45.32,1.86,15.55,9.13,1.32,0
1239,9.48,0.25,1.76,3.7,0,1.83,4,11.71,7.04,11.08,32.63,40.48,13.85,4.72,14.43,2.55,0
1240,8.37,0.08,1.73,9.8,0,0.15,8.05,5.1,6.65,9.54,27.8,34.91,10.61,4.17,7.72,0.46,0
1241,12.72,0,0,14.99,1.67,0.54,17.15,1.9,9.92,0.33,34.13,35.75,16.97,0,8.56,0.54,0
1242,16.58,2.21,1.11,22.32,4.83,2.71,30.38,7.31,12.01,0.14,43.99,36.36,19.85,0,5.21,0,0
1243,33.39,16.37,7.49,42.01,15.11,7.63,57.34,8.96,25.45,0,49.12,43.08,31.85,0,13.15,0.08,0
1244,51.61,47.51,29.89,58.85,37.52,26,77.18,34.96,39.18,12.76,82.91,60.49,39.43,2.68,31.2,2.82,3.62
1245,50.68,40.38,24.42,58.7,41.88,24.4,84.53,34.61,27.97,8.6,84.37,57.66,29.96,1.71,17.43,0,3.39
1246,42.9,31.43,3.82,63.92,32.95,27.75,105.99,15.96,11.18,0.34,94.81,35.79,28.71,0,1.11,0,2.84
1247,38.68,19.32,19.6,37.9,36.65,31.46,98.42,30.52,0,25.7,95.54,48.69,4.1,0.41,29.88,0,21.88
1248,55.27,26.43,17.47,48.09,54.15,41,105.7,33.86,8.08,25,84.12,43.48,9.29,0.37,37.06,2.5,31.87
1249,64.56,21.87,17.87,50.23,70.04,51.44,135.2,46.03,2.26,40.97,82.88,55.55,9.26,0,51.18,8.28,44.44
1250,0,1.43,5.65,2.45,0,11,6.08,11.78,24.88,48.2,52.93,33.65,29.6,14.67,42.6,5.47,0
1251,0,0,0,0,0,0.39,0.55,4.34,4.61,9.74,29.23,15.91,15.26,0.44,21.99,0,0
1252,0,2.26,6.48,7,0.03,8.42,4.39,13.07,13.06,19.89,30.74,29.23,19.51,11.22,34.83,10.07,4.35
1253,0,0.36,1.22,0,0,5.52,1.77,8.27,9.46,24.11,35.55,23.83,15.95,2.69,23.49,1.84,0
1254,0,2.64,6.12,0.94,0,5.72,3.45,3.57,8.33,14.37,16.79,15.73,8.01,8.71,13.73,4.05,0.19
1255,0,2.78,10.09,0.71,0,28.5,4.72,20.74,18.69,55.21,54.52,39.18,18.1,19.6,31.65,14.94,1.95
1256,0,1.92,9.09,0,0,26.61,4.3,18.57,15.65,59.48,51.88,35.17,16.19,18.92,27.53,12.85,0.36
1257,0,1.08,8.33,0,0.04,29.26,5.56,20.79,17.36,67.77,53.75,34.72,14.98,23.61,26.78,13.99,0.45
1258,0,2.59,12.84,0,0,31.36,7.44,19.02,15.87,77.96,51.53,31.1,14.56,26.99,23.81,13.92,0
1259,0,3.45,12.1,0,0.18,26.9,4.65,17.85,15.58,70.55,48.21,30.51,14.29,25.79,23.31,10.55,0
1260,0,0.98,7.73,0,0.25,14.19,4.62,12.69,17.51,58.47,47.76,30.94,20.08,17.96,26.9,5.62,0
1261,0,2.12,8.42,0.06,0.19,13.79,2.9,11.76,16.35,53.61,42.44,28.67,18.54,19.97,24.27,6.23,0
1262,0,0.4,0.48,0.03,0,1.15,1.24,3.06,13.64,26.08,37.96,25.23,15.59,3.25,21.25,0.93,0
1263,0,0,0,0,0,0.1,0.56,5.7,22.98,29.99,41.34,25.69,24.88,4.55,27.87,0,0
1264,0,3.7,11.52,2.45,2.94,13.18,3.74,13.84,27.58,74.68,56.37,30.24,19.19,29.51,24.95,7.18,0
1265,0,7.52,20.23,5.1,4.75,23.38,3.47,16.79,20.4,90.79,48.6,35.19,11.91,42.5,13.95,12.05,0
1266,0,5.93,13.78,2.88,2.37,17.05,3.16,14.75,18.71,70.96,39,29.89,9.62,33.09,12.33,7.74,0
1267,0,4.98,12.16,3.25,2.82,15.86,3.37,13.74,18.72,66.45,30.26,30.17,8.05,29.82,11.35,4.87,0
