ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1610,0,11.9,14.74,7.61,2.22,4.01,3.52,18.89,3.05,16.38,7.89,12.02,4.63,5.79,21.69,0.13,9.34,6.4,35.7,2.08,14.13,55.48
1611,0,10.56,19.88,1.04,0.12,10.87,5.77,31.02,0,35.31,4.98,20.51,1.72,9.12,43.92,0,14.38,16.78,61.24,0.32,1.21,119.72
1612,0,10.84,25.04,2.67,2.57,11.27,8.32,35.21,1.22,40.95,7.93,26.2,4.49,10.98,61.65,0.43,24.69,30.56,88.18,7.13,7.13,139.11
1613,0,12.09,25.98,1.99,3.31,11.32,9.16,32.87,0.19,42.49,7.91,27.82,2.32,11.86,57.94,0.01,20.82,31.64,79.68,6.3,3.62,135.47
1614,0,5.8,21.04,2.44,3.84,8.89,6.77,25.95,0.66,39.1,7.83,26.69,0.98,11.8,45.94,0.41,11.23,27.78,59.26,4.01,1.09,110.69
1615,0,1.38,11.06,0.45,1.66,5.96,5.23,14.57,0.01,25.12,6.02,18.83,0.23,4.85,34.04,0.41,8.51,13.85,42.52,5.11,0.41,87.31
1616,0,5.87,28.6,0.67,9.31,10.71,9.1,29.93,0,45.85,10.26,33.49,0.35,18.88,53.23,0.79,16.6,34.09,72,3.83,0.27,125.72
1617,0,3.06,27.33,0.03,7.68,10.1,6.93,27.1,0.46,44.13,11.65,31.52,0.09,15.27,46.02,0.03,11.3,30.79,66.67,5,0,113.29
1618,0,2.88,38.14,1.56,17.15,11.98,11.3,41.42,3.52,59.24,17.82,45.14,0,26.11,62.87,2.15,28.25,51.95,96.32,10.23,0,128.94
1619,2.35,15.97,42.76,17.8,17.16,12.24,16.77,48.85,16.48,60.23,24,51.82,6.16,37.82,65.48,3.34,34.52,57.36,100.53,26.36,5.04,123.72
1620,3.57,13.49,38.37,9.17,18.74,9.13,18.77,46.94,15.85,53.41,31.17,50.9,9.96,36.4,63.64,10.14,35.79,56.61,96.43,29.28,2.84,123.12
1621,5.16,23.07,65.13,14.17,32.12,16.66,28.87,69.73,27.67,82.89,37.05,63.73,10.55,56.89,85.37,13.47,54.08,82.41,125.73,36.4,0.39,151.82
1622,5.28,30.47,84.55,21.38,36.93,14.88,30.65,75.27,28.83,90.76,39.48,68.39,13.45,72.55,92.2,10.36,51.37,84.78,142.27,40.68,1.63,163.86
1623,22.98,48.71,105.01,46.62,52.1,27.02,62.32,88.87,49.11,113.73,78.08,90.19,40.78,96.29,124.27,26.11,78.13,113.31,185.51,97.75,11.37,191.47
1624,20.39,58.25,121.06,56.08,63.57,36.08,73.25,109.13,51.75,141.05,75.56,109.43,41.15,111.64,141.85,29.36,87.75,137.08,235.47,95.79,9.12,243.92
1625,24.73,75.75,109.46,68.06,74.41,44.71,103.52,109.54,67,133.59,101.33,128.89,69.25,119.69,164.3,39.85,87.49,172.21,241.21,132.74,8.2,307.04
1626,0,1.4,32.6,34.79,7.75,21.43,8.74,20.5,2.93,19.48,5.48,25.02,14.78,25.22,36.27,0.51,23.31,37.93,45.22,0.33,8.88,137.21
1627,0,2.09,32.14,32.95,8.67,21.42,10.46,22.21,2.77,19.89,5.25,26,13.43,31.21,36.45,2.23,24.09,39.83,51.46,1.69,10.72,142.34
1628,0,8.27,35.67,34.97,3.41,22.23,10.96,25.95,6.55,23.11,3.25,24.3,13.21,30.05,36.83,1.63,25.19,33.09,47.64,1.02,8.87,142.76
1629,0,9.21,29.34,43.25,4.6,23.08,7.18,27.9,3.23,22.44,2.34,22.84,14.19,29.46,35.67,0.98,25.85,31.63,56.05,0.24,17.57,138.56
1630,0,13,31.46,36.55,4.42,20.59,7.85,29.42,4.7,24.74,3.98,25.32,13.71,29.11,34.71,1.05,25.3,29.02,62.28,0.5,13.11,138.2
1631,0,11.43,28.15,28.74,0.69,17.09,8.49,27.22,2.49,24.52,2.65,21.01,12.76,16.06,34.47,0,17.61,14.04,55.65,0.13,3.98,132.97
1632,0,22.3,35.54,38.36,0.91,20.43,11.24,35.08,2.3,32.13,1.34,22.05,15.27,20.93,38.31,0.38,17.98,10.1,72.85,1.29,6.3,148.86
1633,0,10.24,16.04,17.78,0.37,8.87,3.23,20.33,0.07,14.66,2.28,20.91,15.61,7.49,28.91,0,6,6.19,58.76,0,1.64,108.36
1634,0,2.99,5.97,4.03,0,2.52,1.48,8.82,0.19,6.72,0.88,9.99,2.81,2.29,14.21,0.08,2.9,0.79,19.43,0,2.36,51.29
1635,0,3.43,6.63,2.43,0.22,4.92,0.76,12.01,0,9.07,0.7,9.68,3.32,0.31,16.54,0,4.09,0.38,22.3,0,3.69,64.2
1636,0,9.14,15.33,0.77,0,10.28,3.32,24.36,0,21.74,2.05,14.22,6.61,3.97,28.79,0,9.06,1.21,43.3,0,0.65,102.57
1637,0,12.04,13.66,9.04,2.12,7.23,2.74,20.37,2.91,19.36,6.21,15.49,5.44,6.41,26.21,0.98,9.52,7.54,38.79,0.9,7.44,65.75
1638,0,9.44,11.25,2,0.37,7.01,3.46,19.1,0.43,19.64,3.99,11.47,3.11,2.07,25.23,0.1,7.6,2.72,32.43,0,6.42,76.41
1639,0,7.48,15.49,0.58,0.06,7.78,5.99,23.26,0,25.21,4.79,17.31,1.14,6.36,32.86,0,10.47,12.14,42.76,0.31,0.89,91.13
1640,0,17.76,27.27,3.87,1.94,12.37,9.78,37.65,2,43.44,10.88,31.32,4.84,14.93,64.46,0.38,29.72,34.53,95.38,8.88,9.45,144.99
1641,0,13.36,27.65,0.89,2.39,13.09,9.3,34.17,0.13,44.57,9.76,28.38,3.48,14.56,60.1,0.06,25.13,29.98,82.56,5.95,4.55,142.15
1642,0,4.59,25.86,1.16,2.07,12.1,8.61,29.37,0,40.16,7.3,28.51,0.05,12.66,49.79,0,14.38,25.38,62.34,0.73,0.1,121.36
1643,0,2.4,26.86,1.91,3.6,11.9,11.16,29.07,0.78,42.03,9.72,31.16,0.49,15.09,60.86,1.7,19.87,24.38,71.68,3.17,1.63,117.87
1644,0,2.28,21.29,0.22,4.44,8.63,8.73,25.38,0,34.38,8.77,23.97,0.09,11.64,41.84,0,7.75,23.57,50.52,3.08,0,95.06
1645,0,4.24,33.73,2.14,9.25,11.87,10.84,34.83,0.51,49.97,14.63,36.09,0,20.63,55.98,1.08,20.45,38.2,75.92,3.93,0,117.2
1646,0.04,0.21,25.69,0.01,8.45,9.68,8.14,30.74,2.91,44.34,15.48,32.61,0,12.12,49.78,0.36,16.02,31.9,69.92,7.78,0,97.75
1647,3.27,14.08,42.44,17.11,18.71,13.61,17.22,48.2,14.55,60.81,27.94,48.5,4.47,39.29,72.13,3.09,30.71,61.43,100.13,21.65,1.91,122.94
1648,5.29,11.53,18.62,10.77,9.06,4.4,14.8,19.19,11.56,21.99,20.75,25.43,12.75,18.57,35.68,12.62,25.18,28.05,42.69,22.08,4.79,55.95
1649,9.43,30.61,67.31,20.67,36.16,18.71,33.26,67.95,31.46,79.15,39.96,69.67,13.87,62.4,94.1,17.02,67.22,91.78,136.28,36.83,0.25,146.67
1650,8.78,37.44,82.95,26.31,40.61,17.32,33.88,75.48,31.75,88.52,43.63,73.92,22.29,77.68,103.2,12.46,54.95,96.6,149.45,54.29,3.48,160.6
1651,37.92,76.52,131.71,80.23,70.85,49.21,91.9,109.64,73.51,145.71,96.61,121.08,60.32,134.17,158.12,37.79,113.69,142.37,237.75,135.14,18.55,216.08
1652,27.48,69.52,127.99,71.21,67.53,43.62,91.39,105.31,72.19,135.33,93.19,114.68,48.59,124.84,152.1,34.67,93.87,146.06,218.59,117.29,15.07,218.31
1653,15.2,63.02,99.13,40.91,55.54,28.8,60.21,91.02,43,108.74,60.26,95.88,47.78,97.8,126.02,21.98,62.66,126.84,182.07,81.19,3.48,207.32
1654,71.67,104.65,138.4,85.37,94.09,77.9,117.53,130.55,77.32,164.65,100.88,140.4,117.88,147.69,181.45,62.3,102.23,179.25,289.14,141.17,11.67,279.27
1655,0,8.88,36.76,38.8,8.57,26.98,11.04,26.74,12.33,25.95,6.93,24.35,15.03,37.09,46.39,5.46,31.38,50.55,58.21,1.33,15.53,161.26
1656,0,18.19,32.59,37.8,3.96,23.82,10.94,27.9,6.32,25.72,5.06,23.86,14.68,33.95,42.02,1.39,30.51,38.78,51.33,0.15,10.18,149.31
1657,0,18.7,21.44,30.06,3.44,16.26,5.35,23.48,2.35,16.51,4.28,23.39,11.74,25.56,34.61,0.44,21.71,29.91,44.59,0,8.08,130.35
1658,0,14.95,17.85,25.34,1.55,13.83,4.4,20.01,1.82,14.14,5.08,24.84,11.73,18.94,32.41,0.23,16.4,19.45,47.83,0,3.61,123.61
1659,0,15.89,22.5,27.08,0.94,15.68,6.76,22.78,3.17,20.58,1.49,20.73,11.93,19.27,32.77,0,17.76,20.23,48.16,0,3.14,118.54
1660,0,14.45,17.57,23.02,0.54,12.08,4.52,22.21,0.86,17.8,2.81,20.62,11.27,13.73,30.09,0.03,12.38,13.58,47.63,0.45,2.65,116.47
1661,0,4.01,4.21,10.15,0.1,1.62,0.34,9.86,0,3.34,7.01,18.82,8.03,2.94,22.01,0,1.52,4.71,32.83,0.1,0.31,74.93
1662,0,0,0.02,1.72,0,0,0,3.95,0,0,3.03,13.92,0.5,0,10.38,0,0,0.54,14.68,0,0.74,58.91
1663,0,2.3,5.27,2.7,0,2.26,0.61,8.93,0,3.33,3.57,12.31,1.62,0.78,16.01,0,2.24,0.84,21.26,0,2.77,60.35
1664,0,17.48,22.23,5.74,0.91,12.9,6.14,30.82,1.46,27.97,4.68,20.49,7.65,11.86,39.08,0.33,18.35,6.94,53.83,0.15,2.54,124.26
1665,0,9.89,10.94,1.27,0.21,8.03,4.55,21.69,0.34,20.48,3.17,12.04,3.54,6.08,23.98,0.04,10.06,2.73,28.67,0,1.65,70.93
1666,0,8.19,9.45,0,0,5.69,2.65,16.62,0,15.42,2.73,10.88,1.17,3.58,22.85,0,6.16,1.7,20.17,0,0.82,67.86
1667,0,4.59,6.44,0.11,0.16,4.07,1.75,15.93,0,14.81,5.17,16.18,0.87,5.64,25.25,0,6.1,6.3,28.34,0.4,1.62,72.09
1668,0,6.58,14.02,0,0.05,7.81,5.24,24.73,0,26.33,6.36,18.45,0.97,8.35,44.66,0,10.52,17.95,40.49,0.2,0.74,98.69
1669,0,8.21,19.85,0.54,0.21,11.06,5.4,25.68,0,32.2,8.51,22.39,0.54,9.42,48.03,0,13.09,25.42,55.56,0.16,0.76,108.39
1670,0,8.39,20.02,1.95,2.01,11.27,7.86,27.05,0,37.17,8.16,27.54,0.97,9.83,45.53,0.37,14.62,23.12,51.01,0.23,0.14,108.23
1671,0,5.36,21.1,1.3,2.11,10.81,8.28,31.4,0.34,37.86,10.01,28.68,0.27,13.08,51.43,0.88,16.11,28.48,55.6,0.69,0.66,112.86
1672,0,7.19,15.55,5.48,4.6,6.37,6.06,21.25,3.51,27.77,13.64,24.73,1.58,14.23,34.41,1.54,12.04,24.76,43.19,6.65,2.88,74.92
1673,0,1.93,22.11,1.4,4.02,10.61,7.82,26.22,0.59,39.46,12.27,25.43,0,16.41,40.72,0,9.59,28.05,54.33,0.5,0,91.12
1674,0,1.37,24.75,1.31,5.86,10.42,7.66,29.85,3.49,42.62,14.21,30.48,0,16.46,43.77,0.15,10.78,31.66,54.28,2.41,0,90.22
1675,0.05,7.08,42.03,5.32,19.75,12.53,13.46,47.64,11.6,63.05,23.08,45.22,0.89,35.28,61.73,0.26,25.04,58.24,86.81,9.22,0.26,116.08
1676,6.51,27.05,65.34,21.3,32.65,14.82,29.47,69.31,34.34,79.41,41.01,68.56,11.42,69.31,94.43,8.51,56.42,92.08,137.08,35.23,9.77,161.06
1677,7.43,27.6,64.83,17.72,31.8,15.81,20.23,62.38,24.04,72.32,34.48,62.66,13.77,64.76,83.41,5.2,45.57,85.38,125.38,28.15,1.17,139.94
1678,8.21,38.33,69.1,16.25,30.68,15.6,24.85,58.38,21.1,75.74,34.37,56.11,19.92,67.44,86.96,7.46,35.17,84.32,129.39,36,3.29,141.25
1679,6.36,30.52,86.91,22.51,40.19,18.25,30.99,73.79,27.38,95.04,40.44,68.28,18.66,76.34,95.43,13.86,44.33,92.07,143.19,46.02,3.28,144.45
1680,6.18,25.83,89.56,25.13,42.4,19.81,34.49,78.68,28.09,98.41,40.5,72.66,20.83,76.89,91.82,13.74,45.76,91.95,143.6,47.19,2.6,146.79
1681,31.88,65.3,75.96,32.23,45.89,24.53,46.6,68.98,33.24,77.62,55.03,77.98,64.05,79.54,104.3,20.15,54.53,102.76,152.88,70.52,13.25,166.79
1682,44.71,92.87,113,57.3,74.51,50.28,77.15,102.35,49.4,121.83,78.55,123.36,99.24,127.52,161.24,32.89,85.61,162.77,234.06,104.6,14.11,247.14
1683,0,10.6,29.21,34.68,18,25.5,10.41,21.14,12.78,22.09,13.26,25.25,14.88,38.98,43.16,5.92,37.63,61.14,70.96,4.8,21.14,148
1684,0,27.21,34.14,48.11,13.71,25.64,10.34,27.5,11.53,28.56,8.19,25.65,15.3,40.51,47.12,3.58,35.07,47.47,64.75,0.7,13.72,161.7
1685,0,25.78,17.12,32.21,11.56,12.15,3.11,19.3,1.75,16.8,4.65,29.04,10.19,22.53,38.15,1.28,26.55,31.49,65.15,5.75,10.32,137.93
1686,0,10.23,8.59,18.35,2.31,6.98,1.12,10.94,0.36,7.29,2.86,20.02,6.74,9.88,23.07,0.13,12.3,14.46,35.36,0.5,1.23,108.08
1687,0,3.09,3.92,9.84,0.4,3.02,1.13,6.48,0.17,3.45,1.92,17.42,3.04,2.92,16.84,0,4.23,6.69,35.27,0,0.68,102.64
1688,0,1.38,1.05,8.03,0.34,0,0,3.91,0,0.2,2.65,19.83,1.78,0,14.33,0,0.64,0.85,35.42,0,2.28,96.21
1689,0,1.7,0.55,9,0.12,0,0,5.98,0,0,4.38,20.31,3.19,0,16.64,0,0,2.52,27.88,0,1.31,76.47
1690,0,1.21,0,0.36,0,0,0,1.29,0,0,0.97,5.65,1.66,0,5.39,0,0,0,23.98,0,1.96,85.95
1691,0,0,0,0.47,0,0,0,3.2,0,0,1.79,6.3,0.43,0,5.98,0,0,0.39,17.8,0,11.71,65.8
1692,0,10.64,8.93,1.7,0.03,9.52,2.79,18.44,0,15.97,3.2,17.99,4.05,3.92,29.3,0,9.24,2.61,36.46,0.3,2.62,102.48
1693,0,9.5,5.77,0.61,0.05,6.29,1.38,13.88,0,13.83,2.79,7.48,1.94,2.38,18.13,0,6.32,0.29,16.21,0,2.41,55.26
1694,0,0.3,0,0,0,0.27,0,2.8,0,1.28,0.75,0.29,0.07,0,6.48,0,0,0,1.65,0,0.84,28.7
1695,0,1.65,0.79,0.2,0,0.66,0,5.3,0,3.67,2.52,6.92,0.03,0.8,13.4,0,0.85,2.02,7.23,0,0.23,32.46
1696,0,20.13,17.18,0.7,0.36,16.92,7.01,32.32,0,34.01,8.33,23.8,1.83,12.21,62.62,0,24.28,22.83,62.3,0.03,7.24,128.49
1697,0,13.61,14.94,0.37,0.43,15.05,8.02,27.63,0,28.77,6.17,22.81,0.8,7.59,53.61,0,17.98,24.26,55.09,0,3.22,108.27
1698,0,6.62,17.1,0.38,0.51,13.71,9.08,27.65,0,33.09,7.64,25.49,0.27,9.96,49.06,0,10.78,21.64,53.18,0,0.13,109.95
1699,0,2.24,12.29,1.1,1.53,13.62,8.14,20.42,0,23.15,3.46,21.14,0,1.64,43.64,1.39,8.1,20.5,55.62,0,1.75,91.97
1700,0,3.71,18.79,1.43,3.39,11.9,10.07,26.44,0,36.14,9.17,26.25,0,11.6,45.66,0.75,12.5,30.65,51.56,0,0.41,100.57
1701,0.13,2.8,26.01,2.38,5.65,11.87,10.85,33.36,2.74,45.17,13.4,32.45,0.11,15.29,50.73,1.1,17.95,36.43,66.26,0.07,0.2,96.96
1702,0.58,0.05,24.44,2.38,4.48,12.14,11.86,28.49,7.91,39.86,13.32,31.14,0,8.77,41.42,1,13.13,36.67,63.56,0.63,1.19,79.58
1703,0.04,1.76,31.05,2.11,12.77,11.96,12.07,38.17,7.42,48.79,16.74,37.12,0.31,20.81,50.24,0,12.66,41.22,68.56,2.39,0.15,95.19
1704,4.85,4.57,46.18,9.46,18.85,13.64,15.24,41.87,17.15,56.9,24.82,53.31,1.33,33.2,65.61,2.78,24.25,49.87,94.18,8.13,0.96,99.39
1705,8.5,10.06,44.31,12.99,21.22,12.78,15.52,35.23,17.42,52.55,27.51,48.9,4.48,35.49,67.65,3.74,27.86,55.59,94.9,16.87,3.64,94.31
1706,8.35,25.86,58.92,9.85,24.91,14.55,18.43,50.2,16.41,65.49,29.34,49.59,13,60.44,75.55,4.1,28.52,75,112.91,27.85,2.06,117.66
1707,24.43,42.48,93.19,42.75,52.2,37.01,57.46,81.77,36.56,105.73,54.61,88.17,44.45,97.2,124.93,24.94,69.55,117.23,172.72,72.35,12.69,154.9
1708,18.38,35.11,87.24,40.8,48.57,32.31,54.71,80.82,36.38,100.79,50.71,83.65,36.77,86.22,108.63,21.91,55.74,106.67,156.68,62.58,6.05,144.79
1709,27.37,51.94,81.32,35.29,40.17,26.51,43.36,64.09,29.79,86.49,48.82,81.51,58.53,81.44,105.66,20.87,45.66,109.26,152.56,52.74,11.37,155.84
1710,0,26.84,26.27,35.75,12.46,24.94,10.06,27.38,9.14,23.91,7.77,28.1,15.55,40.38,45.87,5.33,35.01,50.88,52.34,0.95,11.34,156.72
1711,0,25.7,23.04,28.04,7.38,18.09,4.16,23.49,3.57,20.63,4.91,23.71,13.35,27.48,38.06,2.85,29,33.56,43.3,0.38,5.99,138.11
1712,0,17.95,14.94,25.31,4.1,11.29,3.19,20.37,3.46,14.72,5.61,27.53,10.96,23.48,38.77,2.84,21,23,49.43,0.98,4.57,138.18
1713,0,0,0,2.47,0,0,0,3.16,0,0,1.9,23.32,0.24,0.54,12.61,0,1.01,9.77,36.76,0.38,0,118.99
1714,0,0.18,0,3.59,0,0,0,2.37,0,0,1.19,21.7,0.37,0.33,12.56,0,0.13,2.39,34.42,0,0,117.54
1715,0,0.09,0,0.7,0,0,0,4.19,0,0,0.26,22.66,0.05,0,4.51,0,0,1.82,28.71,0,0,103.19
1716,0,1.81,0.03,2.6,0,0,0,3.3,0,0,3.44,16.66,6.58,0,8.02,0,0.94,1.84,25,0,0.53,82.63
1717,0,0.11,0.14,1.29,0,0,0,2.85,0,0,1.62,12.24,1.34,0.37,7.48,0,0,0.42,18.94,0,2.96,77.93
1718,0,20.5,22.65,5.97,0.36,12.91,5.93,25.75,2.97,24.52,5.4,19.88,7.95,14.18,36.38,0.74,19.32,6.65,45.58,0,2,102.52
1719,0,15.42,11.65,0.92,0.02,10.43,3.89,22.06,0,19.29,2.88,12.51,3.79,6.03,27.41,0.04,11.36,2.25,25.62,0,1.32,80.06
1720,0,9.68,8.41,1.4,0.69,4.9,2.37,13.3,0.47,13.03,2.52,7.81,1.36,5.41,19.43,0.22,7.47,1.7,19.37,0,1.75,58.04
1721,0,14.28,13.35,2.14,0.72,9.53,4.24,21.35,0.43,24.06,4.53,15.74,2.56,10.19,40,0.15,14,11.58,34.54,0,1.78,92.35
1722,0,13.01,13.23,0.71,0.02,13.79,5.89,24.96,0,25.19,5.76,17.52,0.93,9.31,49.87,0,15.29,16.39,40.91,0,1.03,105.74
1723,0,11.76,10.42,0.51,0.17,12.88,6.22,25.67,0,24.13,7.14,17.75,0.39,9.64,47.22,0,12.6,17.49,50.19,0,1.78,106.75
1724,0,11.72,15.83,1.52,0.63,14.71,6.62,28.08,0,33.1,7.51,23.67,0.07,12.78,47.49,0,14.34,24.18,49.01,0,0.11,105.73
1725,0,4.14,14.61,0.52,1.4,11.24,7.32,18.5,0,25.1,7.14,17.74,0.14,6.94,40.08,0.13,6.63,22.34,45.14,0,0.16,86.56
1726,0,4.59,10.02,0.87,0.95,7.57,3.73,17.56,0,20.81,8.91,17.85,0.85,6.56,28.22,0.09,3.14,17.78,36.12,0.39,0.43,72.65
1727,0,2.11,17.51,1.79,2.07,10.22,7.17,25.71,0.95,30.54,11.6,23.56,0.09,13.86,37.79,0,6,27,45.33,0.14,0.03,77.38
1728,0,2.11,16.58,1.61,2.7,9.62,7.84,26.76,3.81,32.16,11.81,23.67,0,9.71,37.65,0.02,4.41,28.25,46.7,0.14,0.15,70.53
1729,0.07,3.36,33.26,3.1,12.7,14.1,12.49,41.91,7.53,49.77,18.33,36.69,0.06,26.79,54.76,0,13.07,46.08,69.76,2.48,0,96.08
1730,2.17,4.54,36.93,7.04,16.17,12.97,14.71,38.79,12.99,52.56,23.01,45.77,0.64,34.68,57.47,1.35,17.25,46.61,83.94,7.74,0.15,88.07
1731,4.27,12.13,45.14,10.23,22.37,14.33,16.81,46.3,15.57,58.77,34.12,50.88,3.57,40.95,68.4,1.15,28.45,56.8,93.24,14.57,1.78,99.3
1732,2.59,15.69,56.02,6.9,23.1,17.13,15.81,53.13,13.27,68.13,29.97,46.59,4.76,52.96,66.79,5.06,23.67,62.05,94.69,13.1,0.73,108.54
1733,9.29,32.39,81.65,24.45,43.01,28.64,36.97,74.69,22.88,95.14,44.2,75.5,23.1,81.85,100.89,16.09,46.86,100.04,138.19,40.95,4.67,141.65
1734,6.48,20.02,64.01,16.81,32.33,20.38,31.14,63.39,20.79,80.37,38.47,60.13,20.53,64.49,77.61,12.74,36.67,71.78,112.44,31.3,1.43,109.05
1735,7.91,43.89,85.36,41.41,54.05,39.6,53.71,83.48,35.1,107.99,57.21,99.01,48.69,94.15,118.84,17.56,57.64,115.55,147.48,50.83,8.15,173.52
1736,0.29,31.32,23.55,44.28,32.85,19.7,7.42,21.67,11.93,22.21,18.29,38.11,23.44,44.91,54.07,10.37,49.99,53.5,66.27,13.54,11.98,155.13
1737,0,43.01,32.98,36.2,22.32,27.96,8.37,34.86,13.62,32.94,11.22,35.76,18.6,51.58,64.41,15.37,50.77,52.36,67.39,5.44,12.84,176.18
1738,0,4.96,0.88,8.38,1.35,1.81,0.04,8.32,0,2.92,4.9,29.1,2.45,13.1,27.61,0.26,7.43,11.69,32.93,1.37,0,118.9
1739,0,8.44,2.73,16.78,3.88,0,0.59,11.68,0.17,0,9.16,32.49,15.45,8.94,25.36,0,4.8,16.16,54.73,0.48,0,136.47
1740,0,0.23,0,3.57,0.32,0,0,3.36,0,0,0.74,26.49,2.66,2.24,9.93,0,1.71,6.66,32.8,0,0,110.18
1741,0,7.79,0,8.05,0.02,0,0,11.34,0,0,4.94,20.28,6.05,1.73,13.45,0,1.58,3.38,22.54,0.38,0,78.35
1742,0,32.94,18.18,21.79,1.65,13.16,3.94,30.47,2.2,21.5,7.25,22.96,13.41,16.74,40.34,6,17.15,14.88,47.22,0,1.28,101.47
1743,0,23.11,15.52,6.32,0.36,13.06,3.16,25.65,1.22,18.91,3.35,17.49,8.99,14.98,36.19,0.97,11.29,10.64,35.1,0,0.62,95.47
1744,0,19.87,12.3,3.93,0.16,12.48,2.03,19.36,0.05,17.81,2.61,11.85,4.88,8.55,29.38,0,13.87,4.85,22.33,0,0.92,78.03
1745,0,2.43,0.62,0,0,2.28,0,3.25,0,2.81,0.72,2.52,0.49,0.23,9.82,0,1.04,0.1,4.43,0,0.23,27.16
1746,0,13.47,8.38,2.03,0.8,7.94,1.73,15.71,0.95,17.58,3.63,10.71,2.28,8.18,32.6,0.17,8.37,7.5,24.77,0,0.7,64.93
1747,0,15.6,10.96,2.64,0.33,14.61,3.43,21.08,0.06,23.74,4.79,17.21,1.28,12.35,50.32,0.08,7.84,13.91,42.8,0.16,1.5,94.91
1748,7.05,27.93,23.78,23.34,12.41,19.38,12.38,29.02,7.02,33.79,16.63,31.82,9.65,27.48,61.59,5.42,24.97,32.34,59.34,11.71,15.74,101.65
1749,0,6.14,7.9,1.08,0.2,8.84,2.1,16.87,0,18.56,6.46,13.42,0.06,9.07,32.51,0,2.7,18.51,31.13,0.15,0.07,67.8
1750,0,1.66,3.62,0.62,0.28,3.53,1.21,8.16,0,8.97,4.96,6.95,0.08,4.54,18.65,0.07,1.28,10.62,24.19,0.38,0.62,47.98
1751,0,4.61,6.66,1.63,0.36,7.31,3.02,13.15,0,15.16,7.23,8.94,0.36,5.33,23.49,0,0.98,14,24.58,0,0.13,56.32
1752,0.05,10.85,18.56,2.55,1.62,13.21,7.55,25.51,0.21,27.17,14,19.72,1.89,16.55,38.83,0,2.93,26.75,52.4,0,0.06,85.78
1753,2.01,13.54,19,14.81,6.42,13.36,8.92,27.81,7.49,33.97,21.78,30.9,5.63,20.94,45.26,1.76,17.73,33.01,56.21,9.29,7.34,73.45
1754,0.2,5.79,31.29,5.58,12.38,15.31,13.63,41.84,6.26,51.72,21.82,42.2,0.17,28.59,58.51,0.06,14.91,46.65,73.62,2.69,0.05,91.74
1755,2.83,16.7,43.2,15.12,25.62,19.62,17.65,53.76,14.95,68.25,32.81,57.1,1.75,45.79,67.95,1.22,30.9,65.16,106.78,15.54,0.06,81.98
1756,7,24.6,52.86,21.26,34.26,23.06,21.42,62.56,21.52,75.44,39.43,69.37,5,49.67,78.81,2.08,42.05,78.22,122.67,22.77,0.52,90.1
1757,3.06,20.3,51.17,14.24,28.53,20.21,18.72,54.88,17.81,65.25,35.66,55.26,9.06,51.94,71.84,1.83,27.66,73.4,94.95,18.56,0.52,99.67
1758,3.75,18.96,49.84,19.85,29.84,18.78,23.45,55.16,15.72,64.07,38.56,60.47,16.11,50.3,79.34,2.74,25.52,66.53,92.93,20.04,1.39,97.08
1759,7.57,25.8,53.52,21.19,31.15,25.43,29.67,59.91,20.47,68.89,47.93,67.45,24.54,57.02,82.54,4.27,32.03,74.65,92.57,25.45,3.29,114.9
1760,1.76,57.02,53.34,90.61,56.47,23.51,19.84,37.61,27.91,40.26,40.18,61.88,44.84,80.23,91.59,18.64,92.95,81.59,119.92,32.9,23.15,208.98
1761,0,42.12,25.28,37.59,27.16,24.66,5.54,33.28,12.75,23.98,15.79,37.5,24.69,47.23,62,13.82,59.65,57.75,66.98,8.12,12.68,177.95
1762,0,19.69,5.1,28.06,5.62,2.74,0.84,19.55,1.56,4.99,12.45,46.87,18.02,23.06,49.9,1.57,25.99,31.17,67.4,2.61,0.49,174.04
1763,0,44.06,19.91,59.11,36.58,4.01,5.78,30.35,2.23,8.81,26.74,49.45,45.02,29.4,46.62,2.65,30.23,37.62,93.43,5.97,1.42,169.95
1764,0,21.2,11.06,33.98,7.57,6.22,1.56,23.83,0.94,7.84,16.58,35.35,27.63,20.73,34.33,2.78,18.94,23.48,50.9,3.4,0.7,122.84
1765,0,29.15,6.89,35.67,4.23,5.81,0.19,28.83,0.01,7.73,14.05,31.76,22.73,12.84,32.46,2.47,10.57,18.69,47.72,0,0.2,109.19
1766,0,41.74,25,34.63,9.5,21.06,3.02,39.54,1.1,32.85,7.61,24.18,16.89,21.3,46.42,13.96,25.54,18.18,48.52,0,5.47,115.85
1767,0,15.83,7.43,4.37,0.09,5.96,0.27,15.4,0,11.14,2.94,13.13,7.02,10.56,21.52,0.71,4.75,7.16,21.56,0,0.51,68.64
1768,0,20.54,9,4.84,0.26,14.22,1.36,19.92,0.14,13.9,2.11,10.85,2.85,8.04,27.33,0.09,10.52,3.69,17.31,0,4.22,67.77
1769,0,20.94,8.53,3.78,0.03,14.75,0.87,16.89,0.01,16.07,0.86,9.7,4.2,4.76,25.98,0.12,10.67,2.45,19.33,0,2.81,63.68
1770,0,23.6,11,5.77,0.1,16.41,2.32,23.3,0,22.58,3.23,16.4,2.44,14.99,47.99,0,11.74,11.55,36.25,0,0.44,97.49
1771,0,13.28,7.83,3.14,0.39,15.24,1.99,15.77,0,16.28,4.05,14.12,0.76,8.19,51.1,0,5.86,12.7,38.43,0,2.4,80.89
